epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,0.10472039145743023,0.11817369018977432,0.9744154266626177,0.9696422117817131
1,0.09940504097126569,0.12639899505571478,0.9760856361979957,0.9674737983375497
2,0.09748723629061856,0.11780868244567358,0.976294412389918,0.9701843151427539
3,0.09224265392245815,0.1089512576763599,0.9784011539629517,0.971539573545356
4,0.088695858285629,0.117353052008531,0.9788376860006074,0.9709071196241417
5,0.08984826933554411,0.11139511220114079,0.9788946249620407,0.9729851825081316
6,0.08363076454555182,0.10125962271748078,0.9806976920740965,0.9750632453921214
7,0.08434536065951496,0.10762696605003466,0.9798246279987853,0.9724430791470907
8,0.08487845333298731,0.10925006742637626,0.9795778924992408,0.9719009757860498
9,0.07898232321231174,0.09294367586181773,0.9816846340722746,0.9778641127574991
