epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,1.8506426524045398,1.206790146800135,0.4677345885211054,0.629110950487893
1,1.0368283530606808,0.9172753467725191,0.6851275432736107,0.7197325623418865
2,0.8542251493420127,0.8688650425803455,0.7370368964470088,0.7300325262016625
3,0.782493925758511,0.7449791204033559,0.757459003947768,0.7742139501264907
4,0.7153934895736843,0.7343781597352441,0.7808609170968721,0.7688832670762559
5,0.6632098465653824,0.697854667040654,0.7954562708776192,0.7887603903144199
6,0.6283462778167818,0.6237241629231183,0.808172638931066,0.8069208529092881
7,0.586452572326203,0.6048695465732861,0.8179851199514121,0.8112576797976148
8,0.5638494477946383,0.6708022337083872,0.8246279987853021,0.7965305384893386
9,0.5421572269021886,0.5596967918335358,0.8316694503492257,0.8239971087820744
10,0.5159717220451358,0.5577749550514828,0.8398117218341937,0.8230936031803398
11,0.5050582264468653,0.5274939127481741,0.8419374430610386,0.8378207444886159
12,0.4993761215648315,0.5011842842994397,0.8460560279380505,0.8442356342609324
13,0.4872323488155425,0.5014223867241357,0.8464546006680839,0.8386338995301771
14,0.47543984282653307,0.5251493936329219,0.851294412389918,0.833845319840983
15,0.47154742723457443,0.47403545970517086,0.8523572730033404,0.8539934947596675
16,0.46143811669887846,0.475907065706446,0.8560962648041299,0.8504698229129021
17,0.44099681941087093,0.44977349073039313,0.8623405709079867,0.8586917238886881
18,0.4358772027387636,0.46428753315024296,0.8649597631339204,0.8512829779544633
19,0.4270537147440866,0.49449889469525715,0.8645422107500759,0.8463136971449223
